iter	RMSE
183	0.2742895727
184	0.2742265598
185	0.2741063422
186	0.2740425036
187	0.2738890643
188	0.273758765
189	0.2737017092
190	0.2736288823
191	0.2735712836
192	0.2735147641
193	0.2734274588
194	0.2733497538
195	0.2732663277
196	0.2732083254
197	0.2731452285
198	0.273101568
199	0.2730308091
200	0.2729578995
201	0.2729062937
202	0.2728264028
203	0.2727812706
204	0.2726863348
205	0.2726010783
206	0.2725404918
207	0.2724706632
208	0.2724133153
209	0.2723446475
210	0.2722786367
211	0.2722088706
212	0.27214042
213	0.2720352384
214	0.2719620984
215	0.2718958284
216	0.2718361588
217	0.2717889128
218	0.2716833726
219	0.2716212581
220	0.2715199306
221	0.2714656134
222	0.2713940317
223	0.271297109
224	0.2712037018
225	0.2711480596
226	0.271087334
227	0.2710292226
228	0.2709810272
229	0.2709135675
230	0.2708438146
231	0.2707769253
232	0.2707130569
233	0.2705781295
234	0.2705033532
235	0.2704446677
236	0.2703920953
237	0.2703582751
238	0.2702921052
239	0.2702420818
240	0.2701815372
241	0.2701399847
242	0.2700786475
243	0.2700274702
244	0.2699571591
245	0.2698889414
246	0.2698377341
247	0.2697889023
248	0.2697252676
249	0.2696587675
250	0.2695630503
251	0.2695179787
252	0.2694662908
253	0.2694179711
254	0.2693581648
255	0.269312545
256	0.2692499972
257	0.2691931929
258	0.269149186
259	0.2690928074
260	0.2690457511
261	0.2689697854
262	0.268906615
263	0.2688657564
264	0.2687783544
265	0.2686833696
266	0.2686484667
267	0.2685935067
268	0.2685458994
269	0.2684757527
270	0.2683879829
271	0.268353467
272	0.2682829197
273	0.2682209773
274	0.2681745945
275	0.2680958529
276	0.2680548871
277	0.2679935696
278	0.267902683
279	0.2678571129
280	0.2677988158
281	0.2677308002
282	0.2676750855
283	0.2676182218
284	0.2675676973
285	0.2675279055
286	0.2674682081
287	0.2674332726
288	0.2673818523
289	0.2673377583
290	0.2672771012
291	0.2672188066
292	0.2671750932
293	0.2671349266
294	0.267070872
295	0.267038898
296	0.2669888181
297	0.266943124
298	0.2668993235
299	0.2668567506
300	0.2668091164
301	0.2667508668
302	0.2666878499
303	0.2666439193
304	0.2665987436
305	0.2665295506
306	0.26647249
307	0.2663907391
308	0.2663570898
309	0.2663176387
310	0.2662666487
311	0.2662326005
312	0.2661927948
313	0.2661584047
314	0.266102213
315	0.2660569593
316	0.2660136524
317	0.2659789388
318	0.2659303539
319	0.26588184
320	0.2658444284
321	0.2657868805
322	0.2657361394
323	0.265666576
324	0.2655856032
325	0.2655413381
326	0.2654833291
327	0.2654500245
328	0.2654171229
329	0.2653443481
330	0.2652750073
331	0.2652250321
332	0.2651668725
333	0.2651201988
334	0.2650870096
335	0.2650571017
336	0.2650231049
337	0.264986051
338	0.2649356251
339	0.264892013
340	0.2648205711
341	0.2647702303
342	0.2647085152
343	0.2646422212
344	0.2646002041
345	0.2645603079
346	0.2645293369
347	0.2644734397
348	0.2644003998
349	0.2643618068
350	0.2643069447
351	0.2642641609
352	0.2642238467
353	0.2641829162
354	0.2641471676
355	0.2641082574
356	0.2640702989
357	0.2639980976
358	0.2639644033
359	0.2639206727
360	0.2638668501
361	0.263834397
362	0.2638095945
363	0.2637429787
364	0.2637032112
365	0.2636714625
366	0.2636194333
367	0.2635671286
368	0.2635287468
369	0.2634871995
370	0.2634292277
371	0.2633908601
372	0.2633495853
373	0.2633008552
374	0.263267212
375	0.2632234543
376	0.2631990255
377	0.2631509986
378	0.2630975776
379	0.2630600372
380	0.2630056749
381	0.2629567874
382	0.2629094917
383	0.2628614644
384	0.2628062131
385	0.2627570398
386	0.2627233008
387	0.2626807037
388	0.2626483114
389	0.2625971512
390	0.2625730132
391	0.2625350325
392	0.2624838262
393	0.2624413915
394	0.2624026292
395	0.2623509871
396	0.2623023152
397	0.2622821924
398	0.2622525599
399	0.2622195044
400	0.2621733399
401	0.2621340877
402	0.262092444
403	0.2620546212
404	0.2620121568
405	0.2619761195
406	0.261939563
407	0.2618986494
408	0.2618379593
409	0.2618107636
410	0.2617752915
411	0.2617329651
412	0.2616987329
413	0.2616636757
414	0.2616237898
415	0.2615846312
416	0.2615398705
417	0.2615053185
418	0.2614675324
419	0.2614077979
420	0.261373978
421	0.2613470524
422	0.2613231803
423	0.2612780555
424	0.2612365437
425	0.2612080641
426	0.2611779119
427	0.2611433693
428	0.2610851459
429	0.2610547155
430	0.2610274575
431	0.2609867208
432	0.2609557712
433	0.2609193125
434	0.2608820654
435	0.2608607909
436	0.2608286107
437	0.2607991885
438	0.2607540783
439	0.260721605
440	0.2606856345
441	0.2606447829
442	0.260605637
443	0.2605643276
444	0.2605379635
445	0.2604947724
446	0.2604613422
447	0.2604128245
448	0.2603709991
449	0.2603403371
450	0.2603221705
451	0.260260734
452	0.260241403
453	0.2602151613
454	0.2601798385
455	0.2601447017
456	0.2601041234
457	0.2600731418
458	0.26004032
459	0.2599966047
460	0.2599707477
461	0.2599448666
462	0.259908646
463	0.2598703919
464	0.2598316072
465	0.2597924678
466	0.2597513366
467	0.2597183569
468	0.2596919726
469	0.2596554931
470	0.2596256002
471	0.2595995586
472	0.2595759332
473	0.2595509144
474	0.2595231444
475	0.2594807049
476	0.2594405943
477	0.2594110536
478	0.2593713882
479	0.2593372537
480	0.2593122957
481	0.2592604925
482	0.2592327253
483	0.2592023947
484	0.2591649783
485	0.2591340194
486	0.2590919125
487	0.2590470921
488	0.259019021
489	0.2589888444
490	0.2589466255
491	0.2588975259
492	0.2588462252
493	0.2588048126
494	0.2587610829
495	0.2587349325
496	0.2586984193
497	0.2586650721
498	0.2586392354
499	0.258612358
500	0.2585723064
501	0.2585382287
502	0.2585072594
503	0.2584720977
504	0.2584468536
505	0.258423509
506	0.2583906882
507	0.2583730987
508	0.2583442246
509	0.258314904
510	0.258277903
511	0.2582524595
512	0.2582228861
513	0.258184761
514	0.2581538494
515	0.2581311405
516	0.2581106714
517	0.2580739131
518	0.2580278657
519	0.2579949001
520	0.2579724169
521	0.2579462692
522	0.2579205429
523	0.2578793506
524	0.2578315136
525	0.2578056949
526	0.2577662816
527	0.2577443126
528	0.2577022702
529	0.2576626574
530	0.2576418931
531	0.2576058494
532	0.2575760403
533	0.2575473651
534	0.2575113509
535	0.2574773012
536	0.2574410941
537	0.2574244713
538	0.2573909199
539	0.2573674747
540	0.2573364273
541	0.2573064247
542	0.2572729024
543	0.2572363097
544	0.2572027639
545	0.2571703944
546	0.2571444827
547	0.2571156409
548	0.257074308
549	0.2570469586
550	0.2570175683
551	0.2569863021
552	0.2569456187
553	0.2569105148
554	0.2568893612
555	0.2568543669
556	0.2568250912
557	0.2567947835
558	0.2567666538
559	0.2567443165
560	0.2567182652
561	0.2566986604
562	0.256664361
563	0.2566340725
564	0.2566079561
565	0.2565646108
566	0.256528647
567	0.2564877582
568	0.2564554319
569	0.2564326223
570	0.2564073669
571	0.2563889006
572	0.2563558761
573	0.2563320684
574	0.2562904705
575	0.2562625058
576	0.2562497333
577	0.25621099
578	0.2561797874
579	0.2561539332
580	0.2561248251
581	0.2560914491
582	0.2560677441
583	0.2560322978
584	0.2559984941
585	0.2559665494
586	0.2559434004
587	0.255913954
588	0.2558842726
589	0.2558513941
590	0.2558211187
591	0.255796969
592	0.2557696008
593	0.2557352704
594	0.2556987543
595	0.2556705877
596	0.2556334739
597	0.255588659
598	0.2555651477
599	0.2555348872
600	0.2555092544
601	0.2554820718
602	0.2554396839
603	0.2554155788
604	0.2553733085
605	0.2553458639
606	0.2553181415
607	0.2552873771
608	0.2552596404
609	0.2552154386
610	0.2551933337
611	0.2551658798
612	0.25513963
613	0.2551119135
614	0.2550841158
615	0.2550498615
616	0.2550224765
617	0.2549914457
618	0.2549659498
619	0.2549364418
620	0.2549079083
621	0.2548803803
622	0.2548493617
623	0.2548249789
624	0.2547981476
625	0.2547723298
626	0.2547337171
627	0.2547073259
628	0.2546899487
629	0.2546670573
630	0.2546412075
631	0.2546146316
632	0.2545818709
633	0.2545609925
634	0.2545331975
635	0.254500322
636	0.2544812377
637	0.2544567897
638	0.2544186816
639	0.2543978034
640	0.254382732
641	0.254341116
642	0.2543144423
643	0.2542841451
644	0.2542534758
645	0.25422216
646	0.2541964082
647	0.2541776423
648	0.2541386602
649	0.2541125699
650	0.2540854377
651	0.254065725
652	0.254040759
653	0.254017175
654	0.2540004975
655	0.2539719159
656	0.2539517828
657	0.2539259133
658	0.2538836085
659	0.2538528059
660	0.253830192
661	0.2538016218
662	0.2537731575
663	0.2537558951
664	0.2537283389
665	0.2536920764
666	0.2536769501
667	0.2536487937
668	0.2536091245
669	0.2535739439
670	0.2535618809
671	0.2535435035
672	0.2535136709
673	0.2534761452
674	0.2534512517
675	0.2534234903
676	0.253401388
677	0.2533732603
678	0.2533481778
679	0.2533179992
680	0.2532790032
681	0.2532512209
682	0.2532234956
683	0.2531957679
684	0.2531772197
685	0.253152311
686	0.2531235182
687	0.2530883147
688	0.2530572662
689	0.2530169802
690	0.2529881672
691	0.2529573018
692	0.252927666
693	0.2529040117
694	0.2528803452
695	0.2528564187
696	0.2528331389
697	0.2528135017
698	0.2527866852
699	0.25276699
700	0.2527473928
701	0.252727338
702	0.2527028077
703	0.2526790999
704	0.2526484144
705	0.2526351832
706	0.2526189849
707	0.2525961094
708	0.2525669137
709	0.2525490678
710	0.2525288623
711	0.2524954178
712	0.2524695354
713	0.252440279
714	0.252407977
715	0.2523760407
716	0.2523545272
717	0.2523332734
718	0.2523053625
719	0.2522728741
720	0.2522413479
721	0.2522206352
722	0.2521975535
723	0.2521748867
724	0.2521554655
725	0.2521312343
726	0.2521049196
727	0.2520861159
728	0.2520636437
729	0.2520409764
730	0.2520156691
731	0.2519857373
732	0.2519584246
733	0.2519313734
734	0.2519105877
735	0.2518679459
736	0.2518260473
737	0.251803155
738	0.251779668
739	0.2517568034
740	0.2517166632
741	0.2516995892
742	0.2516713173
743	0.2516476917
744	0.2516149468
745	0.2515866121
746	0.2515609428
747	0.2515344668
748	0.2514923268
749	0.2514666113
750	0.2514406216
751	0.2514220687
752	0.2513937496
753	0.2513744572
754	0.2513556823
755	0.2513333676
756	0.2513027367
757	0.2512700365
758	0.2512509794
759	0.2512358972
760	0.2512160549
761	0.2511952418
762	0.2511791088
763	0.2511514398
764	0.2511114426
765	0.2510933185
766	0.2510728025
767	0.2510433512
768	0.2510149024
769	0.2509866782
770	0.2509616339
771	0.2509412702
772	0.250914647
773	0.2508856798
774	0.2508663884
775	0.2508401592
776	0.2508133218
777	0.2507903963
778	0.2507685678
779	0.250744147
780	0.2507161346
781	0.2506858215
782	0.2506637181
783	0.2506431104
784	0.2506150809
785	0.2505959337
786	0.2505769386
787	0.2505506492
788	0.2505289009
789	0.2505137159
790	0.250487546
791	0.2504556827
792	0.2504359365
793	0.2504106117
794	0.250380196
795	0.2503631184
796	0.2503399818
797	0.2503154273
798	0.2502859167
799	0.2502579785
800	0.2502256969
801	0.2501996767
802	0.2501757364
803	0.250142005
804	0.2501275329
805	0.250101541
806	0.250078222
807	0.2500545035
808	0.250034983
809	0.2500112422
810	0.249988195
811	0.2499643961
812	0.249940822
813	0.2499172977
814	0.2498984899
815	0.2498784959
816	0.2498549485
817	0.249836733
818	0.2498228381
819	0.2498020573
820	0.2497794297
821	0.2497611506
822	0.2497421228
823	0.2497124794
824	0.2496987759
825	0.2496742333
826	0.2496588421
827	0.2496247152
828	0.2495973124
829	0.2495801903
830	0.2495450763
831	0.2495247627
832	0.2495001646
833	0.2494829957
834	0.2494628205
835	0.2494388728
836	0.2494128591
837	0.2493916379
838	0.2493654174
839	0.2493279726
840	0.2493102485
841	0.2492807474
842	0.2492555529
843	0.2492323084
844	0.2492177872
845	0.249199548
846	0.2491661863
847	0.2491493522
848	0.2491372201
849	0.2491148316
850	0.2490986608
851	0.2490796537
852	0.2490662781
853	0.2490481684
854	0.2490342499
855	0.2490065766
856	0.2489839474
857	0.2489583381
858	0.2489306901
859	0.248912652
860	0.2488959943
861	0.2488791994
862	0.2488521038
863	0.2488265073
864	0.2488067872
865	0.2487816994
866	0.2487618253
867	0.248742513
868	0.2487300397
869	0.2487113125
870	0.2486718189
871	0.2486505931
872	0.2486311472
873	0.2486173043
874	0.2485929152
875	0.2485779891
876	0.24855674
877	0.2485299505
878	0.248513898
879	0.248497866
880	0.2484690311
881	0.2484375169
882	0.2484083414
883	0.2483932801
884	0.2483721734
885	0.2483450446
886	0.248310798
887	0.2482897823
888	0.2482759384
889	0.2482471507
890	0.2482246491
891	0.2481962223
892	0.2481751975
893	0.2481535687
894	0.2481331056
895	0.2481119718
896	0.248084594
897	0.24806301
898	0.2480399804
899	0.2480222991
900	0.2479981945
901	0.2479804401
902	0.2479613182
903	0.2479405696
904	0.2479135259
905	0.2478887063
906	0.2478650732
907	0.2478446129
908	0.2478200553
909	0.2477892651
910	0.2477619004
911	0.2477423716
912	0.2477210725
913	0.2477011885
914	0.2476748595
915	0.2476441048
916	0.2476240067
917	0.24760628
918	0.2475918861
919	0.2475687952
920	0.2475498142
921	0.2475310772
922	0.2475176377
923	0.2474942359
924	0.2474709216
925	0.2474461611
926	0.2474087891
927	0.2473857907
928	0.2473516407
929	0.2473285272
930	0.2473023291
931	0.2472751031
932	0.2472506504
933	0.2472197966
934	0.2472060497
935	0.2471831166
936	0.2471470108
937	0.2471190876
938	0.2470886272
939	0.2470677248
940	0.2470437681
941	0.2470182599
942	0.2469964585
943	0.2469683449
944	0.2469421428
945	0.2469264387
946	0.24690007
947	0.2468791107
948	0.2468587415
949	0.246836638
950	0.2468099136
951	0.2467940512
952	0.2467756319
953	0.2467542671
954	0.2467330415
955	0.2467157881
956	0.2466845905
957	0.2466618523
958	0.2466273347
959	0.2466132279
960	0.246593979
961	0.2465789517
962	0.2465590363
963	0.2465309387
964	0.2465090638
965	0.2464897388
966	0.2464778326
967	0.2464582229
968	0.2464371583
969	0.2464050937
970	0.2463827523
971	0.2463573476
972	0.246340213
973	0.2463232363
974	0.2463087681
975	0.2462936232
976	0.2462737277
977	0.2462594798
978	0.2462343689
979	0.2462128671
980	0.2461839948
981	0.2461648751
982	0.2461465161
983	0.2461157948
984	0.2460868252
985	0.2460561718
986	0.2460325596
987	0.2460101766
988	0.2459838592
989	0.2459650487
990	0.2459472852
991	0.2459283717
992	0.2459062559
993	0.2458818923
994	0.2458522669
995	0.245840119
996	0.2458213326
997	0.245810164
998	0.2457892083
999	0.2457714968
