iter	RMSE
270	0.2694073616
271	0.2693158389
272	0.2692518599
273	0.2691580681
274	0.2690917938
275	0.2689999618
276	0.2689366643
277	0.268851877
278	0.2687881917
279	0.2687114898
280	0.2686261371
281	0.2685224973
282	0.2684609427
283	0.2684359324
284	0.2682813129
285	0.2681938657
286	0.2681125141
287	0.2680449299
288	0.2680096351
289	0.2679801057
290	0.2679202776
291	0.2678749265
292	0.2678399015
293	0.267676446
294	0.2675816894
295	0.2675598829
296	0.2674579731
297	0.2673512618
298	0.2672881368
299	0.2672123758
300	0.267127157
301	0.2670083289
302	0.2668912182
303	0.2668228832
304	0.2667174927
305	0.2665875853
306	0.2665072293
307	0.2664163878
308	0.2663193942
309	0.266248014
310	0.2661511075
311	0.266102696
312	0.2660427795
313	0.265952149
314	0.2658869254
315	0.2658067622
316	0.2657671984
317	0.2656832159
318	0.2655992649
319	0.2654674656
320	0.265387746
321	0.2653310925
322	0.2652246951
323	0.2651453535
324	0.2651072333
325	0.2650647989
326	0.2650062695
327	0.264939117
328	0.2648685396
329	0.2648266934
330	0.2647774864
331	0.2646984791
332	0.2645960875
333	0.2645068714
334	0.2644181331
335	0.264300293
336	0.2642443885
337	0.2641509983
338	0.2640791936
339	0.2639985657
340	0.2639274067
341	0.2638954598
342	0.26380009
343	0.2637158335
344	0.2636730887
345	0.2635753612
346	0.2634885695
347	0.2633766308
348	0.2633103469
349	0.2632369246
350	0.263205978
351	0.2630883682
352	0.2630191621
353	0.2629584225
354	0.2629288926
355	0.2628535935
356	0.262783057
357	0.2627227257
358	0.2626659559
359	0.2626198986
360	0.262572023
361	0.2624772243
362	0.2623580132
363	0.262305239
364	0.2622527146
365	0.2622084118
366	0.2621131706
367	0.2620394004
368	0.2619855651
369	0.2619015218
370	0.2618414184
371	0.2617360732
372	0.26170061
373	0.2616294287
374	0.2615328779
375	0.261419222
376	0.2613606426
377	0.2612894094
378	0.2611958694
379	0.2611724729
380	0.2611321988
381	0.261023391
382	0.2609327698
383	0.2609023179
384	0.2608445333
385	0.2607726722
386	0.2607452754
387	0.2606731879
388	0.2605936658
389	0.2605188343
390	0.2604638873
391	0.2604269925
392	0.2603624779
393	0.2602803194
394	0.2602318098
395	0.2601282976
396	0.2600636818
397	0.2599524666
398	0.2598627674
399	0.259776098
400	0.2596689664
401	0.2595915378
402	0.2595633747
403	0.2594832764
404	0.2594561173
405	0.2594309869
406	0.25936817
407	0.2593174721
408	0.2592460911
409	0.2591657584
410	0.2591005568
411	0.2590268804
412	0.2589517736
413	0.2588614308
414	0.2587758215
415	0.2586916493
416	0.2586491939
417	0.2585758171
418	0.2585358548
419	0.2584877214
420	0.2584075329
421	0.2583890007
422	0.2583754782
423	0.2582758825
424	0.2582070811
425	0.2581425211
426	0.2580679088
427	0.2580109519
428	0.2579462466
429	0.2578767464
430	0.257834427
431	0.257767363
432	0.2577124705
433	0.2576838122
434	0.2576128884
435	0.2575680767
436	0.2575440042
437	0.2575027805
438	0.2574650801
439	0.2574013089
440	0.2573434363
441	0.2572928576
442	0.25723375
443	0.2571528288
444	0.257090013
445	0.2570321305
446	0.2569716672
447	0.256845416
448	0.2567872259
449	0.2567239059
450	0.25666608
451	0.2566104313
452	0.2565416388
453	0.2564688307
454	0.256418199
455	0.256327697
456	0.256235608
457	0.2561518175
458	0.2560913169
459	0.2560118402
460	0.2559230876
461	0.2558983703
462	0.2558161581
463	0.2557461041
464	0.2556948284
465	0.2556415598
466	0.2555941858
467	0.2555488079
468	0.2554782837
469	0.2554203365
470	0.2553894187
471	0.2553152979
472	0.2552554123
473	0.2552103401
474	0.2551267305
475	0.2550695576
476	0.2550174748
477	0.2549741789
478	0.2549239056
479	0.2548407037
480	0.2547879777
481	0.2547358987
482	0.2546497373
483	0.2546004245
484	0.2545496534
485	0.2544948734
486	0.2544456289
487	0.2543845785
488	0.2543290142
489	0.2542936494
490	0.2542628835
491	0.2541882807
492	0.2540934649
493	0.2540399705
494	0.2539714244
495	0.2539370804
496	0.2538968109
497	0.2538380656
498	0.2537877651
499	0.2537442261
500	0.2536805145
501	0.2536347674
502	0.2535789045
503	0.2535253076
504	0.2534541138
505	0.2533892569
506	0.2533442347
507	0.2532687403
508	0.2532211482
509	0.2531693754
510	0.2531054232
511	0.2530716394
512	0.2530305143
513	0.2529835501
514	0.2529467276
515	0.252882876
516	0.2528381169
517	0.2527746385
518	0.2527063641
519	0.2526628457
520	0.2526210429
521	0.2525504768
522	0.2524857748
523	0.2524169425
524	0.2523675077
525	0.2523192727
526	0.2522668498
527	0.252204305
528	0.2521678691
529	0.2521024179
530	0.2520396308
531	0.2519586875
532	0.2518855047
533	0.2518127183
534	0.2517384456
535	0.2516832901
536	0.2516230898
537	0.2515710629
538	0.2515400667
539	0.2514896502
540	0.2514449031
541	0.2513395181
542	0.2512946352
543	0.2512266503
544	0.251192262
545	0.2511177027
546	0.2510773778
547	0.2510337401
548	0.2509848432
549	0.2509251602
550	0.2508759394
551	0.2508327741
552	0.2507770395
553	0.2507182259
554	0.2506449226
555	0.2506058038
556	0.2505273193
557	0.2504703825
558	0.2504066041
559	0.2503752227
560	0.2503393535
561	0.2502856339
562	0.250235119
563	0.2502192063
564	0.2501266616
565	0.2500862164
566	0.2500522527
567	0.2499960813
568	0.2499488151
569	0.2499097033
570	0.249876085
571	0.2498024039
572	0.249739252
573	0.2496743606
574	0.2496390855
575	0.2496108786
576	0.2495490875
577	0.2495049
578	0.2494467905
579	0.2494279642
580	0.2493886085
581	0.2493378805
582	0.2493080883
583	0.2492501279
584	0.2492073675
585	0.2491503425
586	0.249114373
587	0.2490706307
588	0.2490080762
589	0.2489537204
590	0.2489131983
591	0.2488425906
592	0.2487898936
593	0.2487438399
594	0.2487081151
595	0.248625613
596	0.2485614275
597	0.2485112456
598	0.2484561743
599	0.2484313952
600	0.2483795657
601	0.2483512472
602	0.2483093004
603	0.2482437926
604	0.2481577512
605	0.2481202792
606	0.24809349
607	0.2480563646
608	0.2479976871
609	0.2479540257
610	0.2478988158
611	0.2478614722
612	0.2478154309
613	0.2477677574
614	0.2477231023
615	0.2476784127
616	0.2476268886
617	0.2475911426
618	0.2475561089
619	0.2475332316
620	0.247441087
621	0.247404017
622	0.2473562567
623	0.2473154861
624	0.2472654416
625	0.2472366269
626	0.2471932078
627	0.2471354489
628	0.2470981094
629	0.2470799367
630	0.2470403527
631	0.2469811294
632	0.2468804275
633	0.2468361801
634	0.2467949096
635	0.2467379504
636	0.2466751074
637	0.2466623313
638	0.2466078795
639	0.2465544828
640	0.2465231603
641	0.2464667276
642	0.2463934059
643	0.2463381901
644	0.2463161707
645	0.2462695015
646	0.2462102742
647	0.2461818664
648	0.246119857
649	0.2460551014
650	0.2460127543
651	0.2459570763
652	0.2458997068
653	0.2458728304
654	0.2457948298
655	0.2457264681
656	0.245683919
657	0.245633743
658	0.2455920508
659	0.2455448111
660	0.2454967525
661	0.2454575011
662	0.2454137976
663	0.245365101
664	0.2453315771
665	0.2452940698
666	0.2452364157
667	0.2451908276
668	0.2451505201
669	0.245109763
670	0.2450694539
671	0.2450336718
672	0.2450102217
673	0.2449552764
674	0.2448868079
675	0.2448291273
676	0.2447853749
677	0.2447544236
678	0.2447018872
679	0.2446463153
680	0.2446106802
681	0.2445394751
682	0.2444926201
683	0.2444077911
684	0.2443588748
685	0.2443231223
686	0.2443120647
687	0.2442538866
688	0.2442091924
689	0.2441853981
690	0.244135024
691	0.2441056147
692	0.2440184629
693	0.2439952088
694	0.2439068728
695	0.2438499659
696	0.2437752608
697	0.2437275782
698	0.2436920146
699	0.2436532378
700	0.2436233768
701	0.2435793119
702	0.243522829
703	0.2434981186
704	0.243476551
705	0.2434399379
706	0.2434008753
707	0.243344849
708	0.2432907341
709	0.2432527716
710	0.2432288251
711	0.2431810388
712	0.2431322865
713	0.2430990836
714	0.2430601867
715	0.2430135961
716	0.2429638649
717	0.2428940185
718	0.2428527161
719	0.242814032
720	0.2427884607
721	0.2427503845
722	0.2427009359
723	0.2426683938
724	0.2426285786
725	0.2425668448
726	0.2425498394
727	0.2425004269
728	0.2424272874
729	0.2423743757
730	0.2423358475
731	0.2422554097
732	0.2422123014
733	0.2421794194
734	0.2421097695
735	0.2420797996
736	0.2420469266
737	0.2420203303
738	0.2419722593
739	0.2419297053
740	0.2418853033
741	0.2418510758
742	0.2418124698
743	0.2417623066
744	0.2417400048
745	0.2417051606
746	0.2416568434
747	0.2416245515
748	0.2415613438
749	0.2415043867
750	0.2414717683
751	0.2414267484
752	0.2413819996
753	0.2413331734
754	0.2412660638
755	0.2412348224
756	0.2411925244
757	0.2411438389
758	0.2411016416
759	0.241037169
760	0.241023422
761	0.2409809594
762	0.2409699767
763	0.2409564213
764	0.2409203132
765	0.2408593469
766	0.2408158526
767	0.2407795087
768	0.2407350734
769	0.2407105748
770	0.2406578133
771	0.2405882055
772	0.240556034
773	0.2405085809
774	0.2404669481
775	0.2404230335
776	0.2403662269
777	0.2403259944
778	0.2402751971
779	0.2402180788
780	0.2401663382
781	0.2401246953
782	0.2400908295
783	0.2400488635
784	0.2399932622
785	0.2399450887
786	0.2398981366
787	0.239858425
788	0.2398096556
789	0.2397895524
790	0.2397413906
791	0.2397018045
792	0.2396580082
793	0.2395972386
794	0.2395692947
795	0.2395421793
796	0.2395063524
797	0.2394648949
798	0.2394318943
799	0.2393824355
800	0.2393301484
801	0.2392834827
802	0.2392345617
803	0.2392054277
804	0.2391764749
805	0.2391311194
806	0.2390986472
807	0.2390663479
808	0.238990192
809	0.2389431099
810	0.2388879775
811	0.2388452585
812	0.2388081879
813	0.2387459274
814	0.2386954984
815	0.2386502383
816	0.2386186725
817	0.2385728851
818	0.238539325
819	0.2385062575
820	0.2384694545
821	0.2384353256
822	0.2383643041
823	0.2383304604
824	0.2382769274
825	0.2382300163
826	0.2381844755
827	0.2381529455
828	0.2381311731
829	0.2380740779
830	0.2380179807
831	0.2379917322
832	0.2379426141
833	0.2379164562
834	0.2378668443
835	0.2377853403
836	0.2377380485
837	0.2377093673
838	0.2376789728
839	0.2376419228
840	0.2375930281
841	0.2375492434
842	0.2375206597
843	0.2374768146
844	0.2374223074
845	0.2373910501
846	0.2373510525
847	0.2373286153
848	0.2373122759
849	0.2372646776
850	0.2372218367
851	0.2372022321
852	0.2371499461
853	0.2371184092
854	0.2370977051
855	0.2370619531
856	0.2370294853
857	0.2369885064
858	0.2369479449
859	0.2368746715
860	0.2368305502
861	0.2367942111
862	0.2367656617
863	0.2366954212
864	0.2366618996
865	0.2366301581
866	0.2365800728
867	0.2365452938
868	0.2364838151
869	0.2364701577
870	0.2364426172
871	0.2363943485
872	0.2363535154
873	0.2362521777
874	0.2362235858
875	0.2361999475
876	0.236171004
877	0.2361191447
878	0.2360801312
879	0.2360142702
880	0.2359863669
881	0.2359582558
882	0.2359465639
883	0.2359070682
884	0.2358741256
885	0.2358415376
886	0.2357905831
887	0.2357568296
888	0.2357186333
889	0.2356941925
890	0.2356659106
891	0.2356294566
892	0.2355914632
893	0.2355567027
894	0.2355381158
895	0.2355119448
896	0.235447891
897	0.2354009099
898	0.2353633754
899	0.2353150702
900	0.2352681865
901	0.235237491
902	0.2351946767
903	0.23516911
904	0.2351379791
905	0.2350482206
906	0.234997164
907	0.2349593944
908	0.2349232621
909	0.234879356
910	0.234851232
911	0.2348147038
912	0.2347739268
913	0.2347325057
914	0.2346870122
915	0.2346475316
916	0.2346161627
917	0.23458895
918	0.2345525342
919	0.2345118319
920	0.2344693865
921	0.2344564031
922	0.234428682
923	0.2344041397
924	0.2343695077
925	0.234315534
926	0.2342663176
927	0.2342150076
928	0.2341893406
929	0.2341487981
930	0.2340929881
931	0.234063446
932	0.234042035
933	0.2340123487
934	0.2339728193
935	0.2339346302
936	0.2338828999
937	0.2338590841
938	0.2338117969
939	0.2337588462
940	0.233713411
941	0.2336818068
942	0.2336506899
943	0.2336202034
944	0.2335933617
945	0.2335395733
946	0.2335169865
947	0.2334829404
948	0.2334595621
949	0.2334149846
950	0.2333679506
951	0.2333166027
952	0.2332902495
953	0.2332729956
954	0.2332582845
955	0.2332269236
956	0.2332116102
957	0.2331739277
958	0.2331342403
959	0.2330872513
960	0.2330361119
961	0.2329983342
962	0.2329329221
963	0.2328927533
964	0.2328640645
965	0.2328098632
966	0.2327770837
967	0.2327334327
968	0.2326892788
969	0.232640895
970	0.2326119589
971	0.2325541168
972	0.2325177371
973	0.2324828404
974	0.2324318333
975	0.2323905002
976	0.2323623763
977	0.2323255494
978	0.2322933177
979	0.232241141
980	0.2321970701
981	0.2321324346
982	0.2320979933
983	0.232064392
984	0.2320386944
985	0.2319955272
986	0.2319744228
987	0.2319298739
988	0.2318848412
989	0.2318128756
990	0.2317709241
991	0.2317223052
992	0.2316975756
993	0.2316742148
994	0.2316534684
995	0.2316267951
996	0.2316012915
997	0.2315619964
998	0.2315305331
999	0.231483214
